t_wall_s,elapsed_s,side,cam,temp_c
1783406424.7,80.8,left,6,64.47
1783406424.7,80.8,left,7,62.11
1783406424.7,80.8,right,imu,37.73
1783406424.7,80.8,right,0,30.66
1783406424.7,80.8,right,1,37.05
1783406424.7,80.8,right,2,45.37
1783406424.7,80.8,right,3,51.05
1783406424.7,80.8,right,4,48.56
1783406424.7,80.8,right,5,46.59
1783406424.7,80.8,right,6,45.41
1783406424.7,80.8,right,7,42.92
1783406429.7,85.8,left,imu,60.01
1783406429.7,85.8,left,0,56.45
1783406429.7,85.8,left,1,59.71
1783406429.7,85.8,left,2,63.78
1783406429.7,85.8,left,3,60.83
1783406429.7,85.8,left,4,60.82
1783406429.7,85.8,left,5,64.77
1783406429.7,85.8,left,6,64.09
1783406429.7,85.8,left,7,61.66
1783406429.7,85.8,right,imu,37.34
1783406429.7,85.8,right,0,30.59
1783406429.7,85.8,right,1,36.82
1783406429.7,85.8,right,2,44.99
1783406429.7,85.8,right,3,50.52
1783406429.7,85.8,right,4,48.18
1783406429.7,85.8,right,5,46.22
1783406429.7,85.8,right,6,45.04
1783406429.7,85.8,right,7,42.61
1783406434.7,90.9,left,imu,59.67
1783406434.7,90.9,left,0,56.15
1783406434.7,90.9,left,1,59.34
1783406434.7,90.9,left,2,63.32
1783406434.7,90.9,left,3,60.52
1783406434.7,90.9,left,4,60.59
1783406434.7,90.9,left,5,64.25
1783406434.7,90.9,left,6,63.79
1783406434.7,90.9,left,7,61.28
1783406434.7,90.9,right,imu,37.01
1783406434.7,90.9,right,0,30.36
1783406434.7,90.9,right,1,36.60
1783406434.7,90.9,right,2,44.54
1783406434.7,90.9,right,3,49.99
1783406434.7,90.9,right,4,47.73
1783406434.7,90.9,right,5,45.70
1783406434.7,90.9,right,6,44.58
1783406434.7,90.9,right,7,42.23
1783406439.8,95.9,left,imu,59.15
1783406439.8,95.9,left,0,55.92
1783406439.8,95.9,left,1,59.03
1783406439.8,95.9,left,2,62.95
1783406439.8,95.9,left,3,60.15
1783406439.8,95.9,left,4,59.98
1783406439.8,95.9,left,5,63.87
1783406439.8,95.9,left,6,63.34
1783406439.8,95.9,left,7,60.90
1783406439.8,95.9,right,imu,36.91
1783406439.8,95.9,right,0,30.36
1783406439.8,95.9,right,1,36.45
1783406439.8,95.9,right,2,44.16
1783406439.8,95.9,right,3,49.54
1783406439.8,95.9,right,4,47.35
1783406439.8,95.9,right,5,45.32
1783406439.8,95.9,right,6,44.20
1783406439.8,95.9,right,7,42.01
1783406444.8,101.0,left,imu,59.00
1783406444.8,101.0,left,0,55.62
1783406444.8,101.0,left,1,58.73
1783406444.8,101.0,left,2,62.57
1783406444.8,101.0,left,3,59.92
1783406444.8,101.0,left,4,60.06
1783406444.8,101.0,left,5,63.42
1783406444.8,101.0,left,6,62.80
1783406444.8,101.0,left,7,60.59
1783406444.8,101.0,right,imu,36.57
1783406444.8,101.0,right,0,30.36
1783406444.8,101.0,right,1,36.14
1783406444.8,101.0,right,2,43.86
1783406444.8,101.0,right,3,49.01
