t_wall_s,elapsed_s,side,cam,temp_c
1783375628.7,187.5,right,3,38.30
1783375628.7,187.5,right,4,37.83
1783375628.7,187.5,right,5,37.88
1783375628.7,187.5,right,6,38.21
1783375628.7,187.5,right,7,32.79
1783375633.8,192.5,left,imu,35.52
1783375633.8,192.5,left,0,28.36
1783375633.8,192.5,left,1,31.32
1783375633.8,192.5,left,2,34.55
1783375633.8,192.5,left,3,38.84
1783375633.8,192.5,left,4,39.31
1783375633.8,192.5,left,5,39.01
1783375633.8,192.5,left,6,40.41
1783375633.8,192.5,left,7,33.72
1783375633.8,192.5,right,imu,35.09
1783375633.8,192.5,right,0,28.87
1783375633.8,192.5,right,1,29.78
1783375633.8,192.5,right,2,34.11
1783375633.8,192.5,right,3,38.15
1783375633.8,192.5,right,4,37.68
1783375633.8,192.5,right,5,37.73
1783375633.8,192.5,right,6,38.13
1783375633.8,192.5,right,7,32.64
1783375638.8,197.6,left,imu,35.52
1783375638.8,197.6,left,0,28.36
1783375638.8,197.6,left,1,31.17
1783375638.8,197.6,left,2,34.48
1783375638.8,197.6,left,3,38.76
1783375638.8,197.6,left,4,39.08
1783375638.8,197.6,left,5,38.86
1783375638.8,197.6,left,6,40.25
1783375638.8,197.6,left,7,33.64
1783375638.8,197.6,right,imu,35.09
1783375638.8,197.6,right,0,28.71
1783375638.8,197.6,right,1,29.78
1783375638.8,197.6,right,2,33.95
1783375638.8,197.6,right,3,38.07
1783375638.8,197.6,right,4,37.53
1783375638.8,197.6,right,5,37.65
1783375638.8,197.6,right,6,37.90
1783375638.8,197.6,right,7,32.64
1783375643.9,202.7,left,imu,35.62
1783375643.9,202.7,left,0,28.20
1783375643.9,202.7,left,1,31.10
1783375643.9,202.7,left,2,34.40
1783375643.9,202.7,left,3,38.61
1783375643.9,202.7,left,4,39.00
